SITE_ID,YEAR,VISIT_NO,XBKA,XUN,XBKF_W,XBKF_H,XINC_H,XPCM,XPCMG,XPMG,XPMGH,XPMGW,XCL,XGB,XC,XG,XCMW,XCMGW,PCAN_C,XCDENBK,XCDENMID,XEMBED,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_UCB,XFC_RCK,XFC_HUM,XFC_ALL,XFC_NAT,XFC_BIG,W1_HALL,W1_HNOAG,W1_HAG,W1H_WALL,W1H_PIPE,LSUB_DMM,LTEST,LRBS_TST,LDMB_BW5,LRBS_BW5,REACHLEN,XSLOPE,XDEPTH,RPGT75,RPGT100,RPMXDEP,RPXAREA,RP100,PCT_FN,PCT_SA,PCT_HP,PCT_RC,PCT_SAFN,PCT_SFGF,PCT_BIGR,PCT_BDRK,PCT_ORG,LSUBD_SD,V1W_MSQ,V4W_MSQ,V1TM100,V4TM100,SINU,SDDEPTH,XWIDTH,XWXD,XWD_RAT,SDWXD,PCT_FA,PCT_FAST,PCT_SLOW,PCT_POOL,PCT_DRS,PCT_SIDE,SAMPLED 
WSDP99-0508,2000,1,23.72727273,0,12.3,3.072727273,30,0.095238095,0.095238095,0.142857143,0,0.142857143,0.004545455,0.113636364,0.052272727,0.718181818,0.068181818,0.314772727,0,63.86554622,57.48663102,94.63636364,0.027272727,0,0,0.009090909,0.093181818,0,0,0,0.102272727,0.102272727,0,1.568181818,0,1.568181818,0,0,-1.456413884,-0.085879137,-1.370534747, , ,148.5,0.095,12.6097561, , , , , ,76.19047619,0,0,0,76.19047619,92.38095238,4.761904762,0,2.857142857,1.262869711,0,0,0,0,1.917553119,10.93838648,2.023684211,0.447684211,25.86402318,0.438585106,0,0,98,0,2,6.976744186,YES 
WSDP99-0509,2000,1,35.18181818,0.017272727,5.654545455,1.054545455,2.363636364,0.181818182,0.181818182,0.318181818,0.136363636,0.181818182,0.034090909,0.006818182,0.095454546,0.922727273,0.189772727,0.251136364,0,79.67914439,51.60427808,98.72727273,0,0.422727273,0.102272727,0.131818182,0.195454546,0.009090909,0,0,0.438636364,0.438636364,0.111363636,2.287918182,0.787918182,1.5,0.212131818,0,-2.080780391,1.39102004,-3.471800431,2.043301747,-4.124082139,149,1.33,27.0070922,0,0,32.7375,1.056926099,9.930849252,94,0,0,0,94,95,0,0,5,0.293789005,0.006295345,0,3.915436242,0,1.294209029,7.053364399,1.72631579,0.472263158,7.139791408,0.195914619,0,2.142857143,97.85714286,1.428571429,0,0,YES 
WSDP99-0512,2000,1,19.86363636,0,13.11818182,0.727272727,1.709090909,0.318181818,0.318181818,0.454545455,0.454545455,0.409090909,0.034090909,0.113636364,0.075,0.6875,0.179545455,0.225,0,11.4973262,0.401069519,79,0.477272727,0,0,0.009090909,0,0,0.297727273,0.397727273,0.704545455,0.306818182,0.695454546,3.136395455,1.636395455,1.5,1.060622727,0.030304546,-0.250500496,0.474357721,-0.724858217,1.104612804,-1.3551133,280,0.23,18.92079208,0,0,38.521,2.771597998,10.88842071,53.33333333,0,0,0,53.33333333,62.85714286,37.14285714,0,0,2.051406425,0,0,0,0,1.069660144,10.72537474,5.173684211,1.047789474,58.3789271,0.823809078,0,0,97.02970297,97.02970297,2.97029703,0,YES 
WSDP99-0514,2000,1,21.04545455,0,9.954545455,1.9,1.9,0,0,0.227272727,0.090909091,0.227272727,0.002380952,0.036363636,0.004545455,0.723863636,0.0875,0.279545455,0,43.04812834,86.36363636,99.81818182,0.35,0.875,0,0.022727273,0.436363636,0,0,0,0.459090909,0.459090909,0,3.894049567,1.727349567,2.1667,0.666690476,0,-2.013471716,1.631309239,-3.644780955,2.382705039,-4.396176755,156.5,1.68,37.18,0,0,68.64,2.082012861,17.29467552,94.28571429,0,0,0,94.28571429,96.19047619,0.952380952,0,2.857142857,0.573160481,0.000668855,0,0.665814697,0,1.815480708,18.18697447,1.795,0.7445,5.232956785,0.65065558,0,0,100,16.2962963,0,0,YES 
WSDP99-0515,2000,1,13.90909091,0,8.309090909,1,3.6,0,0,0,0,0,0,0.052272727,0,0.975,0,0.127272727,0,8.823529412,0.13368984,100,0.009090909,0.206818182,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,-2.110922507,-0.526819699,-1.584102808,0.836244054,-2.947166561,148.5,0.1,4.34,0,0,54.695,6.255525,4.212474748,100,0,0,0,100,100,0,0,0,0,0,0,0,0,2.59001229,13.36150055,0.54,0.18225,26.84243698,0.689100243,0,0,12,12,88,0,YES 
WSDP99-0516,2000,1,29.5,0.011363636,12.02,1.23,2.05,0,0,0.045454546,0,0,0,0.302272727,0,0.622727273,0.002272727,0.015909091,0,58.28877005,21.25668449,91.5,0,0.013636364,0,0.031818182,0.086363636,0.004545455,0.075,0.131818182,0.329545455,0.197727273,0.211363636,2.318190909,0.818190909,1.5,0.136363636,0,-0.658506378,0.387930315,-1.046436693,1.085211893,-1.743718271,158.4,0.135,26.41836735,0,0,70.01925701,4.03672737,17.83907297,46.66666667,14.28571429,0,0,60.95238095,83.80952381,11.42857143,0,0,1.603310149,0,0,0,0,1.831869013,19.15962436,3.65,1.0615,17.29771815,0.953429847,0,12,85,51,3,0,YES 
WSDP99-0521,2000,1,11.95454546,0,36,0.772727273,1.018181818,0,0,0.090909091,0.090909091,0,0,0,0,0.909090909,0,0.034090909,0,70.32085562,56.01604278,100,0,0.763636364,0,0,0.079545455,0,0,0,0.079545455,0.079545455,0,1.00005,0,1.00005,0,0,-2.110922507,0.232761122,-2.343683629,0.802560805,-2.913483312,316.8,0.1,24.95,0,0,31.216,2.164973714,9.567434343,100,0,0,0,100,100,0,0,0,0,0,0,0,0,1.138757898,7.128510122,5.805,1.2817,29.6800406,0.945691009,0,0,100,35.35353535,0,8,YES 
WSDP99-0522,2000,1,15.59090909,0,5.627272727,0.827272727,1.5,0.954545455,0.95,0.95,0.9,0.75,0.038636364,0.059090909,0.281818182,0.769318182,0.492045455,0.652272727,0,90.37433155,75.80213904,100,0,0.022727273,0.111363636,0.197727273,0.272727273,0,0,0,0.581818182,0.581818182,0.111363636,0.4697,0.409090909,0.060609091,0,0,-2.110922507,1.122678469,-3.233600976,1.542058335,-3.652980842,148.5,0.476,40.68,0,0,37.4905,2.250370725,13.63861045,100,0,0,0,100,100,0,0,0,0,0.014610184,0,10.51178451,0,1.40705542,8.493467484,2.88,1.15835,7.30200237,0.303740935,0,0,100,0,0,0,YES 
WSDP99-0523,2000,1,29.54545455,0,12.69090909,1.018181818,2.281818182,0.047619048,0.047619048,0.333333333,0.090909091,0.285714286,0.011363636,0.293181818,0.060227273,0.502272727,0.094318182,0.244318182,0,36.09625668,5.347593583,75.18181818,0.172727273,0.036363636,0,0,0.054545455,0,0,0,0.054545455,0.054545455,0,1.5,0,1.5,0,0,0.43251228,1.282683126,-0.850170845,1.993001446,-1.560489166,149,1.28,21.86666667,0,0,41.8,1.066926676,11.45693074,29.52380952,0,5.714285714,0,29.52380952,49.52380952,44.76190476,0,0,1.775407881,0,0,0,0,1.304393669,13.50151205,2.33,0.5297,15.97620993,0.457739423,0,27.33333333,72.66666667,3.333333333,0,7.382550336,YES 
WSDP99-0525,2000,1,48.38095238,0.038636364,11.29,1.145454546,3,0,0,0,0,0,0,0.065909091,0,0.877272727,0,0.002272727,0,59.62566845,3.07486631,98.09090909,0.045454546,0.077272727,0,0,0,0.013636364,0,0.022727273,0.036363636,0.013636364,0.036363636,1.772727273,0.272727273,1.5,0.136363636,0,-1.869533282,0.629529107,-2.499062389,1.067885387,-2.937418669,346.5,0.12,51.83908046,1,0,86.75,13.94330254,24.14424681,90.47619048,4.761904762,0,0,95.23809524,95.23809524,3.80952381,0,0.952380952,0.873325148,1.48262E-05,0,0.016738817,0,1.298102817,15.70429771,8.035,3.853470588,12.84411238,1.822177993,0,2,98,73,0,2.197802198,YES 
WSDP99-0527,2000,1,35.36363636,0,15.48181818,0.922727273,1.509090909,0,0,0,0,0,0,0.073863636,0.002272727,0.781818182,0.002272727,0.002272727,0,72.45989305,31.95187166,93.45454546,0.052272727,0.593181818,0,0,0.05,0,0.004545455,0,0.054545455,0.054545455,0.004545455,1.5,0,1.5,0,0,-0.648863715,0.599238354,-1.248102068,1.254115828,-1.902979542,158.4,0.28,20.72,2,1,122.568,7.680256,19.39458586,56.19047619,10.47619048,2.857142857,0,66.66666667,72.38095238,24.76190476,0,0,1.839633248,0,0,0,0,1.752031544,35.99188461,1.565,1.2329,6.473890354,2.506045698,0,0,35.35353535,35.35353535,64.64646465,0,YES 
WSDP99-0533,2000,1,49.86363636,0.052272727,5.927272727,1.272727273,1.981818182,0,0,0.363636364,0.318181818,0.045454546,0,0.027272727,0.002272727,0.771590909,0.015909091,0.022727273,0,37.70053476,0.13368984,98.81818182,0,0.040909091,0,0.009090909,0.045454546,0.059090909,0,0,0.113636364,0.113636364,0.059090909,2.22875974,0.319632468,1.909127273,0.095238095,0,-0.787890688,1.513115009,-2.301005697,2.25989973,-3.047790418,149,1.8,26.43333333,0,0,52.97760287,0.435916961,6.143796089,27.61904762,62.85714286,0,0,90.47619048,99.04761905,0.952380952,0,0,0.91750749,0.000065673,0,0.038926175,0,1.20223979,8.410936207,3.36,0.89785,13.96607095,0.399880676,0,28,72,0,0,14.66666667,YES 
WSDP99-0540,2000,1,40.77272727,0.007727273,12.29090909,1.709090909,2.690909091,0.272727273,0.285714286,0.285714286,0.047619048,0.142857143,0.086363636,0.1625,0.228409091,0.682954546,0.286363636,0.344318182,0,61.76470588,35.96256685,78,0.277272727,0.209090909,0.127272727,0.059090909,0.147727273,0.004545455,0.188636364,0.075,0.602272727,0.527272727,0.395454546,2.787927273,1.772768182,1.015159091,0.477277273,0,-0.024135244,1.811233498,-1.835368742,2.39453825,-2.418673493,261.6,1.82,51.93636364,1,1,110.7875598,4.781148029,23.75952767,40.95238095,0,0,0,40.95238095,59.04761905,40,0,0,1.806716774,0.000605542,0,0.960244648,0,1.036653479,27.90392339,6.635,3.4092,17.65594865,2.20377085,0,28.18181818,71.81818182,20.90909091,0,3.636363636,YES 
WSDP99-0541,2000,1,30.9,0,6.936363636,1.354545455,30,1,1,1,0.590909091,0.590909091,0.054545455,0.155681818,0.253409091,0.804545455,0.414772727,0.480681818,0,95.98930481,77.54010695,88.18181818,0,0,0.129545455,0.161363636,0.206818182,0,0,0,0.497727273,0.497727273,0.129545455,0,0,0,0,0,-1.304472767,1.116610234,-2.421083001,1.734400607,-3.038873374,158.4,0.5,38.19,0,0,71.648,2.599081435,14.76750815,56.19047619,30.47619048,0,0,86.66666667,96.19047619,0,0,3.80952381,1.017271224,0.002412808,0,2.049873737,0,1.065661335,14.79058874,4.895,1.87545,14.03547354,0.542217618,0,1.030927835,98.96907217,0,0,10,YES 
WUTP99-0501,2000,1,83.95454546,0.076818182,9.727272727,0.709090909,1.427272727,1,1,1,1,1,0.236363636,0.232954546,0.568181818,0.886363636,0.7875,1.006818182,1,83.68983957,34.62566845,15.58181818,0.159090909,0.05,0.068181818,0.05,0.122727273,0.543181818,0.684090909,0,1.468181818,1.468181818,1.295454546,1,0,1,0,0,2.314507448,2.123939797,0.19056765,2.544845633,-0.230338185,237.6,5,38.84,0,0,29.424,0.488397814,5.344420529,8.571428571,0,0,0,8.571428571,9.523809524,89.52380952,0,0.952380952,1.437571137,0.010158792,0.005335756,14.28535354,9.15530303,1.030472487,9.921632319,9.665,3.7695,25.94447186,2.431427359,0,100,0,0,0,2,YES 
WUTP99-0505,2000,1,51.90909091,0.009090909,25.09090909,0.790909091,2.136363636,1,1,1,0.047619048,1,0.276136364,0.345238095,0.593181818,0.6625,1.078409091,1.325,0,73.52941177,32.48663102,39.54545455, ,0.068181818,0.059090909,0.081818182,0.068181818,0.515909091,0.875,0,1.6,1.6,1.45,1.5,0,1.5,0,0,0.931095517,1.975984872,-1.044889355,2.345906453,-1.414810936,237.6,2.7,51.16,1,0,76.644,1.245029935,9.956047463,32.38095238,0,0,0,32.38095238,33.33333333,63.80952381,0,2.857142857,2.210183063,0.001928845,0.000976584,6.109006734,2.4503367,1.112552058,17.73526989,13.115,6.46035,27.63919725,5.289156408,0,94,6,0,0,0,YES 
WUTP99-0507,2000,1,24.04545455,0,24.5,1.045454546,1.909090909,0.954545455,0.954545455,1,1,1,0.055681818,0.442045455,0.323863636,0.565909091,0.692045455,0.878409091,0.045454546,33.15508021,1.336898396,9.709090909,0.05,0.009090909,0.054545455,0.086363636,0.045454546,0.013636364,0.820454546,0,1.020454546,1.020454546,0.888636364,1.484872727,0.484872727,1,0,0,2.445938493,1.810862645,0.635075848,2.304218926,0.141719567,475.2,2.05,46.07,0,0,49.82,1.723190937,6.527238398,4.761904762,0,0,0,4.761904762,4.761904762,95.23809524,0,0,1.115672715,0.003068955,0.001750241,9.811026936,6.270622896,1.173236378,11.71915035,14.1,6.0989,34.37730167,1.832052685,0,94,6,0,0,100,YES 
WUTP99-0512,2000,1,40.31818182,0.011363636,19.45454546,1,2.363636364,0.954545455,0.954545455,1,1,1,0.276136364,0.190909091,0.695454546,0.842045455,1.093181818,1.294318182,0,75.93582888,41.71122995,37.43636364,0.793181818,0.225,0.156818182,0.243181818,0.311363636,0.231818182,0.418181818,0,1.361363636,1.361363636,0.806818182,2.568263636,1.825813636,0.74245,0.340909091,0,1.051942014,1.698399334,-0.64645732,1.864443951,-0.812501937,514.8,0.765,95.29,5,5,203.289,28.30626207,54.98496906,23.80952381,0,0,0,23.80952381,24.76190476,71.42857143,0,1.904761905,1.848951877,0.003193146,0.00094067,6.212121212,1.83003108,1.284085303,59.37660918,13.88,13.9736,20.01384594,9.347966097,0,14,86,3,0,3,YES 
WUTP99-0514,2000,1,65.36363636,0.070454546,8.5,0.727272727,1.763636364,1,1,1,1,1,0.251136364,0.192045455,0.698863636,0.870454546,0.947727273,1.134090909,1,76.73796791,29.94652406,10.41818182,0.368181818,0.045454546,0.170454546,0.152272727,0.086363636,0.393181818,0.629545455,0,1.431818182,1.431818182,1.193181818,1,0,1,0,0,2.568713533,1.669888666,0.898824867,2.154966029,0.413747504,198,2.25,30.34,0,0,34.27,0.685751537,6.926783204,3.80952381,0,0,0,3.80952381,3.80952381,96.19047619,0,0,1.019774346,0.017188354,0.010377897,28.88434343,23.09545455,1.030683736,9.036648167,6.51,2.0459,21.5957926,0.58566875,0,90,10,2,0,3,YES 
WUTP99-0516,2000,1,68.81818182,0,5.727272727,0.818181818,4.045454546,0,0,0.045454546,0,0.045454546,0,0.177272727,0,0.818181818,0.026136364,0.0375,0,89.03743316,83.02139037,79.54545455,0.031818182,0.515909091,0,0.022727273,0.847727273,0.338636364,0.434090909,0,1.643181818,1.643181818,0.772727273,1.5,0,1.5,0,0,0.6914459,1.486530192,-0.795084292,2.428394904,-1.736949004,148.5,4.405,10.16,0,0,22.6725,0.148860182,3.107518939,41.90476191,0,0,0,41.90476191,44.76190476,55.23809524,0,0,2.430942964,0,0,0,0,1.090293539,6.152473429,0.519,0.05143,7.931845238,0.044435561,0,7,92,24,1,0,YES 
WUTP99-0517,2000,1,71.09090909,0.086363636,3.209090909,0.6,6.272727273,1,1,1,1,1,0.002272727,0.222727273,0.3375,0.860227273,0.868181818,1.182954546,0,98.93048128,49.59893048,68.18181818,0.213636364,0.213636364,0.054545455,0.077272727,0.279545455,0.515909091,0.35,0,1.277272727,1.277272727,0.920454546,1,0,1,0,0,-0.062563137,1.3515856,-1.414148737,1.926107683,-1.988670821,148.5,1.66,19.76,0,0,31.58687307,0.301367409,4.261761344,47.61904762,0,0,0,47.61904762,47.61904762,49.52380952,0,2.857142857,2.035013282,0.006572238,0,2.109090909,0,1.324393012,7.149373074,2.605,0.4969,14.55239204,0.163116007,0,93,7,0,0,0,YES 
WUTP99-0518,2000,1,20.86363636,0.022727273,6.272727273,0.518181818,3.272727273,1,1,1,1,1,0.246590909,0.2875,0.603409091,0.720454546,1.088636364,1.311363636,0,68.98395722,67.51336898,42.70909091,0.05,0.122727273,0.268181818,0.320454546,0.356818182,0.211363636,0,0,1.156818182,1.156818182,0.479545455,1.522745455,0.33335,1.189395455,0,0,0.899764078,1.098831712,-0.199067634,1.695879769,-0.796115691,148.5,1.605,11.42,0,0,50.30875,0.450947727,6.680707071,18.0952381,0,0,0,18.0952381,22.85714286,71.42857143,0,5.714285714,1.506702591,0.057008052,0.039716586,64.52996633,51.32323232,1.180726114,11.88172351,2.185,0.342,21.96403509,0.466968161,0,0,100,33,0,0,YES 
WUTP99-0521,2000,1,69.22727273,0.075,11.27272727,1.036363636,3.909090909,1,1,1,1,1,0.442045455,0.168181818,0.956818182,0.815909091,1.295454546,1.536363636,0.772727273,96.25668449,73.93048128,5.363636364,0.290909091,0.068181818,0.195454546,0.238636364,0.170454546,0.331818182,0.875,0,1.811363636,1.811363636,1.402272727,0,0,0,0,0,2.654926198,2.070353355,0.584572843,2.713244334,-0.058318136,237.6,5.95,28.85,0,0,29.284,0.291428765,3.311690513,0.952380952,0,0,0,0.952380952,0.952380952,99.04761905,0,0,0.658767417,0.011993728,0.004604241,29.25883838,18.07828283,1.171645599,8.876680379,7.93,2.3224,32.10291463,1.264994046,0,80,20,8,0,8,YES 
WUTP99-0542,2000,1,65.36363636,0.022727273,7.954545455,0.790909091,7.045454546,0.954545455,0.954545455,1,0.363636364,1,0.255681818,0.429545455,0.713636364,0.688636364,1.0375,1.284090909,0.909090909,83.95721925,56.68449198,11.36363636,0.122727273,0.05,0.036363636,0.077272727,0.320454546,0.302272727,0.875,0,1.611363636,1.611363636,1.213636364,0.886390909,0.33335,0.553040909,0,0,2.665833035,2.197780326,0.468052709,2.637212192,0.028620843,198,5.575,41.29,0,0,29.61296503,0.556307241,6.181191566,2.857142857,0,0,0,2.857142857,2.857142857,97.14285714,0,0,0.900737735,0.003131429,0.001848254,12.00707071,10.98636364,1.178814999,10.90296503,3.82,1.7336,9.047024212,0.491597867,0,100,0,0,0,0,YES 
WUTP99-0543,2000,1,42.04545455,0.031818182,4.05,0.981818182,4.863636364,0.772727273,0.772727273,1,1,1,0,0.382954546,0.225,0.830681818,0.628409091,0.957954546,0,80.48128342,65.37433155,78,0.311363636,0.2,0,0.213636364,0.531818182,0.054545455,0.054545455,0.05,0.904545455,0.854545455,0.159090909,2.214299351,1.252176623,0.962122727,0.214285714,0,-0.6922787,0.769279082,-1.461557782,1.987692941,-2.679971641,148.5,1.4,6.13,0,0,52.77,0.3442,2.781414141,59.04761905,0,0,0,59.04761905,62.85714286,32.38095238,0,4.761904762,1.842002907,0.000842998,0,0.341414141,0,1.29877968,8.528804433,0.815,0.10195,16.96825397,0.197681156,0,0,72,20,28,0,YES 
WUTP99-0548,2000,1,75.36363636,0.056818182,9.136363636,0.518181818,1.772727273,0.136363636,0.136363636,0.818181818,0.727272727,0.363636364,0,0.179545455,0.063636364,0.769318182,0.151136364,0.2125,0,30.48128342,8.823529412,84.90909091,0.302272727,0.427272727,0.022727273,0.009090909,0.086363636,0.736363636,0.097727273,0,0.952272727,0.952272727,0.856818182,1.924259091,0.424259091,1.5,0,0.075759091,-1.286631926,1.240656779,-2.527288705,1.803344223,-3.089976149,148.5,1.425,17.83,0,0,20.285,0.304393059,4.509526796,79.04761905,0,0,0,79.04761905,81.90476191,18.0952381,0,0,1.627577946,0,0,0,0,1.306304875,5.72440284,1.295,0.2348,8.51908305,0.093345764,0,10,90,0,0,0,YES 
WWAP99-0501,2000,1,33.63636364,0,6.972727273,1.045454546,1.045454546,1,1,1,1,0.818181818,0.335227273,0.065909091,0.389772727,0.695454546,0.545454546,0.863636364,0.909090909,76.73796791,65.77540107,51.54545455,0.04,0.05,0.1825,0.295,0.1825,0.03,0.015,0,0.705,0.705,0.2275,0.151522727,0.090913636,0.060609091,0,0,0.374903113,1.106688317,-0.731785203,1.902630243,-1.52772713,149,1.083,17.23333333,0,0,43.70175,0.904536389,10.92728524,16.19047619,20.95238095,2.857142857,0,37.14285714,56.19047619,36.19047619,0,4.761904762,1.442575152,0.015639071,0.00672611,63.44295302,54.92348993,1.183343797,10.94980412,1.8,0.297789474,23.89635403,0.276336465,0,36.66666667,63.33333333,35.33333333,0,0,YES 
WWAP99-0502,2000,1,45.77272727,0.018181818,5.672727273,1.29,1.172727273,0.8,0.75,0.85,0.714285714,0.7,0.102272727,0.211363636,0.246590909,0.398863636,0.564772727,0.763636364,0.045454546,77.00534759,60.96256685,22.72727273,0.159090909,0.009090909,0.013636364,0.1,0.256818182,0.004545455,0.484090909,0,0.859090909,0.859090909,0.502272727,0.454554546,0.454554546,0,0,0,2.206044231,2.094825547,0.111218684,2.846092914,-0.640048683,149,6.9,26.32,1,0,77.465,0.270508333,5.44647651,0,1.052631579,0,0,1.052631579,1.052631579,97.89473684,2.105263158,1.052631579,0.7225828,0.007163677,0,4.453020134,0,1.153110358,12.69535665,3.052631579,0.761,13.52574509,0.275509226,0,97.33333333,2.666666667,2.666666667,0,9.395973154,YES 
WWAP99-0504,2000,1,48.27272727,0.027272727,4.245454546,0.463636364,0.463636364,1,1,1,0.772727273,1,0.2875,0.113636364,0.62125,0.628409091,0.732954546,0.801136364,0.863636364,93.27731092,89.97326203,52.54545455,0.004545455,0.045454546,0.156818182,0.290909091,0.140909091,0.013636364,0.068181818,0,0.670454546,0.670454546,0.238636364,0.909090909,0,0.909090909,0,0,1.152467649,1.79427675,-0.641809101,2.326282501,-1.173814852,149,6.17,14.73333333,0,0,31.6875,0.1900277,3.953596444,1.923076923,25,0,0,26.92307692,33.65384615,56.73076923,0,9.615384615,1.237495963,0.034946179,0.012509234,22.8261745,10.8966443,1.059996009,8.188768431,1.99,0.2462,21.4771583,0.164399257,0,79.33333333,20.66666667,14,0,6,YES 
WWAP99-0507,2000,1,91,0.172727273,2.454545455,0.581818182,2.190909091,1,1,1,0.272727273,0.954545455,0.320454546,0.290909091,0.363636364,0.445454546,0.486363636,0.534090909,0.954545455,95.18716578,96.25668449,47.09090909,0,0,0.054545455,0.059090909,0.022727273,0.231818182,0.125,0,0.493181818,0.493181818,0.411363636,0.784999134,0.784999134,0,0,0,1.112427825,1.93541724,-0.822989415,2.444487144,-1.332059319,149,7,17.97333333,0,0,42.39,0.187805043,4.411527847,0.952380952,30.47619048,0,0,31.42857143,38.0952381,50.47619048,0,11.42857143,1.354740156,0.06853741,0.033905046,32.39731544,16.6442953,1.039481662,8.950982599,2.235,0.4428,16.71724774,0.309295737,0,70.66666667,29.33333333,16,0,0,YES 
WWAP99-0509,2000,1,51,0.027272727,8.25,0.763636364,4.127272727,1,1,1,0.954545455,1,0.194318182,0.093181818,0.706818182,0.865909091,1.228409091,1.723863636,0.454545455,74.86631016,44.78609626,35.36363636,0.036363636,0.009090909,0.059090909,0.040909091,0.059090909,0.05,0.063636364,0,0.272727273,0.272727273,0.172727273,1.204545455,1.204545455,0,0,0,1.775415657,1.545613406,0.229802251,2.035401325,-0.259985669,149,2.02,25.38466667,0,0,74.625,1.100369887,12.55455576,1.923076923,2.884615385,0,0,4.807692308,15.38461539,76.92307692,0.961538462,7.692307692,0.968280772,0.053929632,0.039607078,86.72818792,70.59194631,1.199037797,18.98485704,6.04,1.4883,37.26257715,1.536227714,0,52.66666667,47.33333333,16,0,0,YES 
WWAP99-0512,2000,1,22.45454546,0,5.890909091,0.909090909,0.909090909,0.636363636,0.636363636,0.954545455,0.545454546,0.863636364,0.107954546,0.160227273,0.159090909,0.576136364,0.7125,1.106818182,0,87.1657754,69.9197861,38.29090909,0.204545455,0.004545455,0.081818182,0.159090909,0.143181818,0,0.184090909,0,0.568181818,0.568181818,0.265909091,0.484872727,0.484872727,0,0,0,2.019286508,1.786444753,0.232841755,2.588462424,-0.569175916,149,5.76,15.5,0,0,30.44,0.164140541,4.075973154,0,1.904761905,0,0,1.904761905,3.80952381,96.19047619,0,0,0.548932408,0.020396574,0.01073318,77.61946309,66.46577181,1.085080256,6.97815383,3.62631579,0.664157895,23.91564874,0.540473585,0,91.33333333,8.666666667,7.333333333,0,32,YES 
WWAP99-0513,2000,1,43.77272727,0.036363636,1.381818182,0.372727273,4.227272727,0.545454546,0.545454546,1,1,0.954545455,0.011363636,0.022727273,0.071590909,0.929545455,0.313636364,0.478409091,0,53.47593583,53.87700535,86.09090909,0.009090909,0.079545455,0.004545455,0.065909091,0.652272727,0.031818182,0,0.009090909,0.763636364,0.754545455,0.045454546,0.636381818,0.636381818,0,0.068181818,0.136363636,-1.330414393,1.233750718,-2.564165111,1.966782615,-3.297197008,149,3.2875,7.606666667,0,0,38.174375,0.169001848,3.742993944,60,21.90476191,0,0,81.90476191,95.23809524,0,0,4.761904762,1.084938568,0,0,0.848993289,0,1.65979437,7.502032536,0.74,0.06065,23.25207373,0.081759773,0,26.66666667,73.33333333,6.666666667,0,0,YES 
WWAP99-0515,2000,1,28,0,27.73636364,1.236363636,5.090909091,0.636363636,0.636363636,0.909090909,0.909090909,0.772727273,0.102272727,0.219318182,0.328409091,0.620454546,0.601136364,0.825,0.045454546,67.11229947,23.26203209,13.29090909,0.018181818,0,0.009090909,0.018181818,0.05,0.004545455,0.059090909,0,0.140909091,0.140909091,0.072727273,0.553031818,0.030304546,0.522727273,0,0,1.990622966,0.364478763,1.626144203,0.729770277,1.26085269,554.4,0.05,67.58,2,2,180.548,23.88848,34.47111111,7,0,0,0,7,14,84,28,2,1.529579922,0.000152825,0,1.103535354,0,1.195708853,35.96355619,16.6,9.7639,35.67369957,5.866267045,0,25,75,6,0,0,YES 
WWAP99-0516,2000,1,107.0454546,0.318181818,1.045454546,0.745454546,1.372727273,0.954545455,0.954545455,0.954545455,0.363636364,0.954545455,0.221590909,0.225,0.485227273,0.643181818,0.605681818,0.825,1,93.04812834,93.85026738,86,0,0,0.079545455,0.081818182,0.063636364,0.272727273,0.040909091,0.009090909,0.547727273,0.538636364,0.402272727,1.848495455,0.348495455,1.5,0,0,0.61745495,1.451640623,-0.834185673,2.279180553,-1.661725603,149,3.75,11.01333333,0,0,26.885,0.162422143,3.815285235,0.952380952,58.0952381,0,0,59.04761905,60,40,0,0,1.372284346,0.038524074,0,31.36711409,21.82483222,1.133209095,6.187220719,0.92,0.1158,10.23930057,0.086770478,0,78,20.66666667,6.666666667,1.333333333,0,YES 
WWAP99-0517,2000,1,67.13636364,0.07,31.45454546,1.327272727,2,0.727272727,0.727272727,1,1,0.909090909,0.097727273,0.025,0.257954546,0.994318182,0.495454546,0.669318182,0.045454546,91.97860963,56.95187166,89.09090909,0,0.597727273,0.040909091,0.040909091,0.5,0.036363636,0,0,0.618181818,0.618181818,0.077272727,0,0,0,0,0,-2.110922507,-0.410471127,-1.70045138,-0.009317152,-2.101605356,149,0,56.73333333,2,1,107.44,11.29319927,45.47597022,76.19047619,0,0,0,76.19047619,76.19047619,0,0,23.80952381,0,0.005488905,0.001863347,18.18791946,5.861073826,1.188273431,21.74830601,3.465,1.8376,9.058572032,0.782391166,0,1.333333333,98.66666667,0,0,100,YES 
WWAP99-0520,2000,1,44.77272727,0.018181818,9.890909091,0.818181818,17.69090909,1,1,1,1,1,0.375,0.203409091,0.581818182,0.672727273,1.070454546,1.231818182,0,97.05882353,92.78074866,32.58181818,0,0,0.063636364,0.05,0.059090909,0.036363636,0.297727273,0,0.506818182,0.506818182,0.397727273,1.5,1.5,0,0,0,2.509973537,2.071158415,0.438815122,2.535187138,-0.025213602,149,5.55,30.98666667,0,0,66.4175,0.571452427,10.3551782,0,0,0,0,0,5.714285714,94.28571429,5.714285714,0,0.736765119,0.061251419,0.046377751,122.9221477,91.62348993,1.289279178,16.59869271,5.07,1.44685,22.2986636,0.718660543,0,56.37583893,43.62416107,43.62416107,0,12,YES 
