SITE_ID,YEAR,VISIT_NO,LOC_NAME,DATE_COL,TEAM_ID,XSTATUS,VALXSTAT,SITESAMP,MLAT_DD,MLON_DD,XLAT_DD,XLON_DD,MLAT_DEG,MLAT_MIN,MLAT_SEC,MLON_DEG,MLON_MIN,MLON_SEC,XLAT_DEG,XLAT_MIN,XLAT_SEC,XLON_DEG,XLON_MIN,XLON_SEC,XDIMEN,XGPSCOOR,VER_STAT,GPS_VER,LOC_VER,SIG_VER,RDS_VER,TOP_VER,OTH_VER,RCHWIDTH,RCHUP,RCHDOWN,RCHLEN,COM_IM,STATE,TRCHLEN,XLONDD 
WIDP99-0511,2000,1,LITTLE SMOKEY CREEK,8/24/00,4,SAMPLEABLE,WADEABLE,Y,43.55661,-114.80021,43.556667,-114.801944,43,33,24,114,48,1,43,33,24,114,48,7,3D,Y,VERIFIED,Y,N,N,N,Y, ,5,100,100,200, ,ID, ,  
WIDP99-0514,2000,1,DITCH CREEK,8/30/00,4,SAMPLEABLE,WADEABLE,Y,45.51286,-113.99451,45.512778,-113.995556,45,30,46,113,59,40,45,30,46,113,59,44,3D,Y,VERIFIED,Y,Y,N,N,Y, ,2,75,75,150, ,ID, ,  
WIDP99-0515,2000,1,WEST BROWNLEE CREEK,8/27/00,3,SAMPLEABLE,WADEABLE,Y,44.66203,-116.95473,44.664444,-116.955556,44,39,43,116,57,17,44,39,52,116,57,20,3D,Y,VERIFIED,Y,N,N,Y,Y, ,3,75,75,150, ,ID, ,  
WIDP99-0516,2000,1,WILLIAMS CREEK,8/30/00,3,SAMPLEABLE,WADEABLE,Y,45.71372,-115.64173,45.715,-115.644444,45,42,49,115,38,30,45,42,54,115,38,40,3D,Y,VERIFIED,Y,Y,N,Y,Y, ,5,100,100,200, ,ID, ,  
WIDP99-0520,2000,1,WEST FORK HAYDEN,9/7/00,4,SAMPLEABLE,WADEABLE,Y,44.71089,-113.78403,44.711667,-113.784167,44,42,39,113,47,3,44,42,42,113,47,3,3D,Y,VERIFIED,Y,Y,Y,N,Y, ,3,75,75,150, ,ID, ,  
WIDP99-0524,2000,1,MADISON CREEK,8/23/00,4,SAMPLEABLE,WADEABLE,Y,43.48905,-115.12612,45.485556,-115.125556,45,29,21,115,7,34,45,29,8,115,7,32,3D,N,VERIFIED,Y,N,N,N,Y, ,1,75,75,150, ,ID, ,  
WIDP99-0595,2001,1,LITTLE CREEK,6/29/01,1,SAMPLEABLE,WADEABLE,Y,44.91362,-116.22571,44.913611,-116.225833,44,54,49,116,13,33,44,54,49,116,13,33,3D,Y,VERIFIED,Y,Y,N,N,Y, ,4,80,80,160,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0596,2001,1,DIVIDE CREEK,7/5/01,1,SAMPLEABLE,WADEABLE,Y,45.86143,-116.61914,45.861389,-116.619167,45,51,41,116,37,9,45,51,41,116,37,9,3D,Y,VERIFIED,Y,N,N,N,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0597,2001,1,MACKS CREEK,6/25/01,1,SAMPLEABLE,PARBYWADE,Y,43.23258,-116.77989,43.2325,-116.78,43,13,57,116,46,48,43,13,57,116,46,48,3D,Y,VERIFIED,Y,N,N,Y,Y, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0599,2001,1,LOOKOUT CREEK,8/1/01,1,SAMPLEABLE,WADEABLE,Y,46.62902,-115.16426,46.628889,-115.158611,46,37,44,115,9,51,46,37,44,115,9,31,3D,N,VERIFIED,Y,N,Y,Y,Y, , ,80,80,160,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0600,2001,1,BIG HAT CREEK,7/11/01,1,SAMPLEABLE,WADEABLE,Y,44.81675,-114.14713,44.816667,-114.147222,44,49,0,114,8,50,44,49,0,114,8,50,3D,Y,VERIFIED,Y,Y,Y,N,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0602,2001,1,RUNNING CREEK,8/14/01,1,SAMPLEABLE,WADEABLE,Y,45.85814,-114.91584,45.8575,-114.915833,45,51,29,114,54,57,45,51,27,114,54,57,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,10,200,200,400,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0603,2001,1,TRAIL CREEK,7/24/01,1,SAMPLEABLE,WADEABLE,Y,42.73,-111.443611, , ,42,43,48,111,26,37, , , , , , , , ,VERIFIED,N,N,Y,N,Y, ,2,75,75,150, ,ID, ,  
WIDP99-0605,2001,1,SHOVEL CREEK,7/10/01,1,SAMPLEABLE,WADEABLE,Y,45.02333,-114.44525,45.023333,-114.445278,45,1,24,114,26,43,45,1,24,114,26,43, ,Y,VERIFIED,Y,N,N,N,Y, , , , , ,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0607,2001,1,OROGRANDE CREEK,7/17/01,1,SAMPLEABLE,WADEABLE,Y,46.60219,-115.52497,46.602222,-115.525,46,36,8,115,31,30,46,36,8,115,31,30,3D,Y,VERIFIED,Y,N,N,N,Y, ,16,320,320,640,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0610,2001,1,LITTLE LOST RIVER,7/25/01,1,SAMPLEABLE,WADEABLE,Y,44.05506,-113.23232,44.055,-113.229722,44,3,18,113,13,56,44,3,18,113,13,47,3D,Y,VERIFIED,Y,N,N,N,Y, ,8,160,160,320,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0611,2001,1,FISHER CREEK,6/27/01,1,SAMPLEABLE,WADEABLE,Y,45.07931,-116.0938,45.095833,-116.093889,45,4,46,116,5,38,45,5,45,116,5,38,3D,Y,VERIFIED,Y,N,Y,N,Y, ,8,160,160,320,SAMPLING INCOMPLETE - NOT FISHED. FISH COLLECTION AND FISH TISSUE SAMPLING COMPLETED 07/19/2001. CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0613,2001,1,BERG CREEK,7/31/01,1,SAMPLEABLE,WADEABLE,Y,45.43438,-116.24657,45.434444,-116.246389,45,26,4,116,14,48,45,26,4,116,14,47, ,Y,VERIFIED,Y,N,Y,Y,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0614,2001,1,LION CREEK,8/7/01,1,SAMPLEABLE,WADEABLE,Y,48.75671,-116.73369,48.756667,-116.733611,48,45,24,116,44,1,48,45,24,116,44,1,3D,Y,VERIFIED,Y,N,Y,N,Y, ,13,260,260,520,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0615,2001,1,THOMPSON CREEK,7/12/01,1,SAMPLEABLE,WADEABLE,Y,43.66638,-114.53681,43.666389,-114.536111,43,39,59,114,32,13,43,39,59,114,32,10,3D,Y,VERIFIED,Y,N,N,N,Y, ,4,80,80,160,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0690,2002,1,BREAKFAST CREEK,8/7/02,1,SAMPLEABLE,WADEABLE,Y,46.860278,-116.038056,46.859722,-116.206944,46,51,37,116,2,17,46,51,35,116,12,25,3D,Y,VERIFIED,Y,Y,N,N,Y, ,4,80,80,160, ,ID, ,  
WIDP99-0694,2002,1,NORTH CREEK,7/8/02,1,SAMPLEABLE,WADEABLE,Y,42.37661,-111.47717,42.376111,-111.478056,42,22,36,111,28,38,42,22,34,111,28,41,3D,Y,VERIFIED,Y,N,N,Y,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0695,2002,1,EAST CAMAS CREEK,7/17/02,1,SAMPLEABLE,PARBYWADE,Y,44.4664,-111.91133,44.431389,-111.910556,44,27,59,111,54,41,44,25,53,111,54,38,3D,Y,VERIFIED,Y,N,N,N,N, ,4,80,80,160,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0697,2002,1,WAPITI CREEK,6/27/02,1,SAMPLEABLE,WADEABLE,Y,44.13731,-115.18667,44.143056,-115.1875,44,8,14,115,11,12,44,8,35,115,11,15,3D,N,VERIFIED,Y,N,Y,Y,Y, ,5,100,100,200,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0698,2002,1,LAPWAI CREEK,7/22/02,1,SAMPLEABLE,WADEABLE,Y,46.36471,-116.74636,46.365,-116.745556,46,21,53,116,44,47,46,21,54,116,44,44,3D,Y,VERIFIED,Y,N,N,N,Y, ,7,140,140,280,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0699,2002,1,HANGMAN CREEK,7/31/02,1,SAMPLEABLE,WADEABLE,Y,47.10877,-116.73196,47.108611,-116.733056,47,6,32,116,43,55,47,6,31,116,43,59,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0700,2002,1,NNT TO NORTH FORK POCATELLO CREEK,6/25/02,1,SAMPLEABLE,INTWADE,Y,42.90988,-112.32627,42.905556,-112.330556,42,54,36,112,19,35,42,54,20,112,19,50,3D,N,VERIFIED,Y,N,N,N,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0701,2002,1,MIKE SPENCER CANYON CREEK,7/15/02,1,SAMPLEABLE,WADEABLE,Y,43.52574,-111.25428,43.525278,-111.254722,43,31,33,111,15,15,43,31,31,111,15,17,3D,Y,VERIFIED,Y,N,N,N,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0724,2002,1,YANKEE FORK,8/12/02,1,SAMPLEABLE,WADEABLE,Y,44.387778,-114.693889,44.386667,-114.695556,44,23,16,114,41,38,44,23,12,114,41,44,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,9,180,180,360, ,ID, ,  
WIDP99-0725,2002,1,NORTH FORK OF REEDS CREEK,8/7/02,1,SAMPLEABLE,WADEABLE,Y,46.662222,-115.786389,46.661111,-115.788056,46,39,44,115,47,11,46,39,40,115,47,17,3D,Y,VERIFIED,Y,Y,Y,Y,Y, ,2,75,75,150, ,ID, ,  
WIDP99-0726,2002,1,WEST FORK POTLATCH RIVER,7/23/02,1,SAMPLEABLE,WADEABLE,Y,46.93882,-116.46172,46.936667,-116.461944,46,56,20,116,27,42,46,56,12,116,27,43,3D,Y,VERIFIED,Y,N,N,Y,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0727,2002,1,SOUTH FORK TOPENCE CREEK,7/10/02,1,SAMPLEABLE,WADEABLE,Y,42.85248,-112.07726,42.854444,-112.069444,42,51,9,112,4,38,42,51,16,112,4,10,3D,N,VERIFIED,Y,N,N,N,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0729,2002,1,PROSPECTOR CREEK,7/30/02,1,SAMPLEABLE,WADEABLE,Y,47.19756,-115.63723,47.211389,-115.613889,47,11,51,115,38,14,47,12,41,115,36,50,3D,N,VERIFIED,Y,N,N,N,Y, ,4,0,160,160,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,ID, ,  
WIDP99-0737,2002,1,NNT TO NORTH FORK GOLD RIVER,8/21/02,1,SAMPLEABLE,WADEABLE,Y,44.708611,-115.830278, , ,44,42,31,115,49,49, , , , , , , , ,VERIFIED,N,N,Y,Y,Y, ,2,75,75,150, ,ID, ,  
WIDP99-0738,2002,1,AMERICAN RIVER,8/19/02,1,SAMPLEABLE,WADEABLE,Y,45.893611,-115.447778,45.893611,-115.449722,45,53,37,115,26,52,45,53,37,115,26,59,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,5,100,100,200, ,ID, ,  
WIDP99-0768,2003,1,FLAT CREEK,6/30/03,1,SAMPLEABLE,WADEABLE,Y,42.0075,-115.218889,42.008333,-115.218889,42,0,27,115,13,8,42,0,30,115,13,8,3D,Y,VERIFIED,Y,N,Y,N,Y, ,4,80,80,160, ,ID, ,  
WIDP99-0769,2003,1,PAHSIMEROI RIVER,7/14/03,1,SAMPLEABLE,WADEABLE,Y,44.272222,-113.656667,44.272222,-113.656667,44,16,20,113,39,24,44,16,20,113,39,24,3D,Y,VERIFIED,Y,N,N,Y,Y, ,4,80,80,160, ,ID, ,  
WIDP99-0770,2003,1,RATTLESNAKE CREEK,7/2/03,1,SAMPLEABLE,WADEABLE,Y,44.268056,-115.875,44.268333,-115.875,44,16,5,115,52,30,44,16,6,115,52,30,3D,Y,VERIFIED,Y,N,N,N,Y, ,4,80,80,160, ,ID, ,  
WIDP99-0772,2003,1,SECOND CREEK,7/7/03,1,SAMPLEABLE,WADEABLE,Y,42.213611,-112.145556,42.213611,-112.146111,42,12,49,112,8,44,42,12,49,112,8,46,3D,Y,VERIFIED,Y,Y,N,N,Y, ,2,75,75,150, ,ID, ,  
WMTP99-0503,2002,1,BELT CREEK,9/23/02,1,SAMPLEABLE,WADEABLE,Y,46.94552,-110.74877,45.945833,-110.748611,46,56,44,110,44,56,45,56,45,110,44,55,3D,Y,VERIFIED,Y,N,N,Y,Y, ,6,120,120,240,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0505,2002,1,DUTCHMAN CREEK,8/26/02,1,SAMPLEABLE,WADEABLE,Y,46.41473,-111.99713,46.4475,-111.997222,46,24,53,111,59,50,46,26,51,111,59,50,3D,Y,VERIFIED,Y,N,N,N,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0507,2002,1,SIXMILE CREEK,7/22/02,1,SAMPLEABLE,WADEABLE,Y,45.27109,-110.77437,45.271111,-110.775278,45,16,16,110,46,28,45,16,16,110,46,31,3D,Y,VERIFIED,Y,Y,N,Y,Y, ,6,115,115,230,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0509,2001,1,LITTLE SLEEPING CHILD CREEK,9/13/01,1,SAMPLEABLE,WADEABLE,Y,46.097778,-114.092778,46.097778,-114.093333,46,5,52,114,5,34,46,5,52,114,5,36,3D,Y,VERIFIED,Y,Y,N,Y,Y, ,2,80,80,160, ,MT, ,  
WMTP99-0510,2000,1,MUDDY CREEK,10/8/00,1,SAMPLEABLE,WADEABLE,Y,48.20566,-109.75453,48.205556,-109.759444,48,12,20,109,45,16,48,12,20,109,45,34,3D,N,VERIFIED,Y,Y,N,Y,Y, ,1.5,75,75,150, ,MT, ,  
WMTP99-0515,2000,1,MOOSE CREEK,8/18/00,1,SAMPLEABLE,WADEABLE,Y,48.82479,-114.52056,48.829167,-114.490833,48,49,29,114,31,14,48,49,45,114,29,27,3D,N,VERIFIED,Y,N,N,Y,Y, ,6,120,120,240, ,MT, ,  
WMTP99-0516,2002,1,KEEP COOL CREEK,8/18/02,1,SAMPLEABLE,WADEABLE,Y,46.97382,-112.62295,46.973889,-112.623333,46,58,26,112,37,23,46,58,26,112,37,24,3D,Y,VERIFIED,Y,N,N,N,Y, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0517,2001,1,PINTLER CREEK,9/16/01,1,SAMPLEABLE,WADEABLE,Y,45.907222,-113.48,45.907222,-113.481111,45,54,26,113,28,48,45,54,26,113,28,52,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,4,75,75,150, ,MT, ,  
WMTP99-0518,2002,1,JACK CREEK,7/13/02,1,SAMPLEABLE,WADEABLE,Y,45.37,-111.620556,45.37,-111.621111,45,22,12,111,37,14,45,22,12,111,37,16,3D,Y,VERIFIED,Y,N,N,Y,Y, ,6,124,124,248, ,MT, ,  
WMTP99-0521,2001,1,SPRING PARK CREEK,7/30/01,1,SAMPLEABLE,WADEABLE,Y,46.930833,-110.869167,46.930833,-110.870556,46,55,51,110,52,9,46,55,51,110,52,14,3D,Y,VERIFIED,Y,N,Y,Y,Y, ,1,75,75,150, ,MT, ,  
WMTP99-0523,2003,1,TRIB TO COCO CREEK,8/9/03,1,SAMPLEABLE,WADEABLE,Y,46.24567,-110.35652,46.245556,-110.356389,46,14,44,110,21,23,46,14,44,110,21,23,3D,Y,VERIFIED,Y,Y,N,Y,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0600,2001,1,MOOSE CREEK,7/24/01,1,SAMPLEABLE,WADEABLE,Y,48.836667,-114.367778,48.838056,-114.365833,48,50,12,114,22,4,48,50,17,114,21,57,3D,Y,VERIFIED,Y,N,N,Y,Y, ,4,75,75,150, ,MT, ,  
WMTP99-0604,2001,1,O'FALLON CREEK,10/7/01,1,SAMPLEABLE,WADEABLE,Y,46.470556,-104.77,46.471667,-104.769722,46,28,14,104,46,12,46,28,18,104,46,11,3D,Y,VERIFIED,Y,N,N,N,N, ,8,150,150,300, ,MT, ,  
WMTP99-0607,2001,1,HUNGRY HORSE CREEK,7/23/01,1,SAMPLEABLE,WADEABLE,Y,48.353611,-113.879722,48.353056,-112.88,48,21,13,113,52,47,48,21,11,112,52,48,3D,Y,VERIFIED,Y,N,N,Y,Y, ,4,75,75,150, ,MT, ,  
WMTP99-0608,2001,1,SOUTH FORK LITTLE JOE CREEK,7/19/01,1,SAMPLEABLE,WADEABLE,Y,47.207778,-115.219444,47.205556,-115.221389,47,12,28,115,13,10,47,12,20,115,13,17,3D,Y,VERIFIED,Y,N,N,Y,Y, , ,105,105,210, ,MT, ,  
WMTP99-0609,2001,1,FRED BURR CREEK,7/9/01,1,SAMPLEABLE,WADEABLE,Y,46.2975,-113.227222,46.296389,-113.229444,46,17,51,113,13,38,46,17,47,113,13,46,3D,Y,VERIFIED,Y,N,N,Y,Y, ,3,75,75,150, ,MT, ,  
WMTP99-0613,2001,1,MIDDLE FORK BEAVER CREEK,10/17/01,1,SAMPLEABLE,WADEABLE,Y,46.958611,-109.548889,46.956667,-109.549167,46,57,31,109,32,56,46,57,24,109,32,57,3D,Y,VERIFIED,Y,Y,N,N,Y, ,5,90,90,180, ,MT, ,  
WMTP99-0628,2001,1,FISH CREEK,10/15/01,1,SAMPLEABLE,WADEABLE,Y,46.250833,-109.768889,46.250556,-109.768889,46,15,3,109,46,8,46,15,2,109,46,8,3D,Y,VERIFIED,Y,Y,N,N,Y, ,2,75,75,150, ,MT, ,  
WMTP99-0633,2001,1,LITTLE BOULDER RIVER,7/11/01,1,SAMPLEABLE,WADEABLE,Y,46.166944,-112.2075,46.166944,-112.208889,46,10,1,112,12,27,46,10,1,112,12,32,3D,Y,VERIFIED,Y,N,N,Y,Y, , ,75,75,150, ,MT, ,  
WMTP99-0635,2001,1,BIG MUDDY CREEK,9/28/01,1,SAMPLEABLE,WADEABLE,Y,48.488333,-104.557222,48.488889,-104.557778,48,29,18,104,33,26,48,29,20,104,33,28,3D,Y,VERIFIED,Y,Y,N,N,Y, ,10,210,210,420, ,MT, ,  
WMTP99-0648,2001,1,LITTLE POWDER RIVER,10/12/01,1,SAMPLEABLE,WADEABLE,Y,45.318889,-105.316389,45.318889,-105.317778,45,19,8,105,18,59,45,19,8,105,19,4,3D,Y,VERIFIED,Y,Y,N,N,Y, ,6,120,120,240, ,MT, ,  
WMTP99-0653,2001,1,FRENCHMAN CREEK,9/23/01,1,SAMPLEABLE,WADEABLE,Y,48.911667,-107.3075,48.911667,-107.308889,48,54,42,107,18,27,48,54,42,107,18,32,3D,Y,VERIFIED,Y,Y,N,N,Y, ,4,80,80,160, ,MT, ,  
WMTP99-0697,2002,1,OTTER CREEK,10/9/02,1,SAMPLEABLE,WADEABLE,Y,45.24671,-106.16078,45.246667,-106.160278,45,14,48,106,9,39,45,14,48,106,9,37,3D,Y,VERIFIED,Y,N,N,Y,Y, ,10,200,200,400,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0698,2002,1,MCCORMICK CREEK,8/22/02,1,SAMPLEABLE,WADEABLE,Y,45.78824,-113.44401,45.790278,-113.442778,45,47,18,113,26,38,45,47,25,113,26,34,3D,Y,VERIFIED,Y,N,N,N,Y, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0699,2002,1,CURRANT CREEK,10/10/02,1,SAMPLEABLE,WADEABLE,Y,46.4108,-109.03573,46.410833,-109.036389,46,24,39,109,2,9,46,24,39,109,2,11,3D,Y,VERIFIED,Y,N,N,N,Y, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0701,2002,1,FISH CREEK,7/10/02,1,SAMPLEABLE,WADEABLE,Y,45.803333,-112.382778, , ,45,48,12,112,22,58, , , , , , , , ,VERIFIED,N,N,N,N,Y, ,5,100,100,200, ,MT, ,  
WMTP99-0702,2002,1,SPAIN FERRIS DITCH,7/20/02,1,SAMPLEABLE,WADEABLE,Y,45.723889,-111.170556,45.724167,-111.171667,45,43,26,111,10,14,45,43,27,111,10,18,3D,Y,VERIFIED,Y,Y,N,N,Y, ,4,84,84,168, ,MT, ,  
WMTP99-0703,2003,1,UNKNOWN,8/20/03,1,SAMPLEABLE,WADEABLE,Y,45.12371,-109.67706,45.125556,-109.680833,45,7,25,109,40,37,45,7,32,109,40,51,3D,N,VERIFIED,Y,N,N,N,N, ,4,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0704,2002,1,MOUNT CREEK TRIBUTARY,8/20/02,1,SAMPLEABLE,WADEABLE,Y,47.987,-114.56456,47.986667,-114.564722,47,59,13,114,33,52,47,59,12,114,33,53,3D,Y,VERIFIED,Y,N,N,N,Y, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0705,2002,1,WEST FORK LOLO CREEK,10/22/02,1,SAMPLEABLE,WADEABLE,Y,46.68552,-114.55801,46.685833,-114.559167,46,41,8,114,33,29,46,41,9,114,33,33,3D,Y,VERIFIED,Y,N,N,N,N, ,6,120,120,240,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0707,2003,1,CROOKED CREEK,8/11/03,1,SAMPLEABLE,WADEABLE,Y,46.95293,-111.54141,46.9525,-111.541389,46,57,11,111,32,29,46,57,9,111,32,29,3D,Y,VERIFIED,Y,Y,N,Y,N, ,2,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0712,2003,1,SCHOOL SECTION COULEE,7/28/03,1,SAMPLEABLE,WADEABLE,Y,47.5298,-112.17047,47.53,-112.170556,47,31,47,112,10,14,47,31,48,112,10,14,3D,Y,VERIFIED,Y,Y,N,Y,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0713,2002,1,WEST BOULDER RIVER,9/2/02,1,SAMPLEABLE,WADEABLE,Y,45.55253,-110.30636,45.551667,-110.308056,45,33,9,110,18,23,45,33,6,110,18,29,3D,Y,VERIFIED,Y,N,N,N,Y, ,12,240,240,480,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0715,2003,1,INGERSOL CREEK,8/8/03,1,SAMPLEABLE,WADEABLE,Y,45.35114,-109.55993,45.350833,-109.560556,45,21,4,109,33,36,45,21,3,109,33,38,3D,Y,VERIFIED,Y,N,N,Y,N, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0716,2002,1,BASIN CREEK,7/24/02,1,SAMPLEABLE,WADEABLE,Y,46.67541,-110.43969,46.675556,-110.438889,46,40,31,110,26,23,46,40,32,110,26,20,3D,Y,VERIFIED,Y,N,N,N,Y, ,1,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0719,2002,1,CLEAR CREEK,9/22/02,1,SAMPLEABLE,WADEABLE,Y,48.27115,-109.52618,48.271389,-109.527222,48,16,16,109,31,34,48,16,17,109,31,38,3D,Y,VERIFIED,Y,N,N,N,Y, ,3,75,75,150,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
WMTP99-0721,2002,1,UPPER BIG HOLE RIVER,8/23/02,1,SAMPLEABLE,WADEABLE,Y,45.23513,-113.4746,45.235833,-113.475833,45,14,6,113,28,29,45,14,9,113,28,33,3D,Y,VERIFIED,Y,N,N,N,Y, ,6,120,120,240,CREW DID NOT RECORD MAP COORDINATES.  IM ADDED MAP DECIMAL DEGREE COORDINATES FROM DESIGN DATA SET.,MT, ,  
